Datum,Celkový počet,Tržba
2024-12-09,209,16574.0
2024-12-10,159,11220.0
2024-12-11,353,28100.0
2024-12-12,232,17828.0
2024-12-13,282,23805.0
2024-12-14,268,22820.0
2024-12-15,393,33295.0
2024-12-16,211,17352.0
2024-12-17,257,19519.0
2024-12-18,287,22756.0
2024-12-19,273,22620.0
2024-12-20,261,20759.0
2024-12-21,262,21702.0
2024-12-22,346,29167.0
2024-12-23,226,18603.0
2024-12-24,,
2024-12-25,234,19690.0
2024-12-26,356,28885.0
2024-12-27,407,32766.0
2024-12-28,399,34348.0
2024-12-29,456,39486.0
2024-12-30,374,31885.0
2024-12-31,219,14625.0
